2,594.33
12,597
1,597.33
3,603
1,604.33
2,609.33
1,613
2,616.33
6,620.33
5,624
1,624.33
1,631
13,632.33
4,637
1,643
2,645.33
3,649.33
1,652
1,658.33
1,661
4,675
1,676.33
7,679
4,681.33
1,688
2,696.33
1,702.33
1,703
15,705.33
1,712.33
1,720.33
2,721
1,726.33
1,732.33
2,736.33
1,737.33
2,739
1,740.33
1,741.33
1,745.33
1,754.33
1,756.33
1,763
2,768
2,769
1,772
5,777
1,782.33
2,784.33
1,786.33
1,792.33
2,793
21,800.33
2,804
4,811
1,814.33
1,822.33
1,826.33
5,833.33
1,836.33
1,849
1,849.33
1,850.33
1,852.33
4,867
3,869.33
1,870.33
1,882.33
2,883
1,886.33
1,892
8,901.33
1,906.33
1,910.33
1,914.33
1,917.33
1,921
1,921.33
1,926.33
2,931
1,933.33
2,934.33
4,936.33
1,937.33
1,940.33
1,960.33
1,961
1,969.33
2,972
1,984.33
1,990.33
1,992.33
1,996.33
5,1008.3
1,1027
1,1040.3
61,1045.3
2,1046.3
1,1053
1,1063
1,1066.3
1,1070.3
1,1075
1,1080.3
1,1081.3
3,1083
1,1097.3
1,1100.3
1,1102.3
1,1104.3
1,1105.3
2,1121.3
1,1129
2,1137.3
1,1143
1,1144.3
1,1147
1,1156.3
1,1157.3
1,1160.3
2,1174.3
1,1183
2,1194.3
2,1196.3
1,1200
1,1230.3
3,1240.3
1,1242.3
1,1262.3
1,1265.3
1,1267
3,1276.3
4,1281.3
1,1297.3
1,1304.3
1,1312.3
2,1317.3
5,1323
2,1324
1,1327
1,1361.3
13,1365.3
2,1387
2,1408.3
1,1416.3
1,1417
1,1443
2,1444
4,1452
1,1461
1,1483
1,1486.3
5,1496.3
1,1505.3
1,1525
1,1532.3
2,1552
1,1554.3
3,1587
1,1591
1,1597
1,1604.3
1,1606.3
1,1612
2,1621.3
1,1622.3
1,1627
2,1633.3
2,1640.3
1,1642.3
1,1654.3
1,1668
1,1669.3
1,1706.3
1,1714.3
3,1728
3,1734.3
1,1744
1,1756
1,1803
1,1820.3
1,1825.3
1,1850.3
1,1861.3
6,1875
1,1884
2,1900.3
1,1902.3
2,1906.3
1,1911
1,1912.3
1,1920.3
3,1925.3
1,1930.3
1,1937.3
1,1939
1,1971
1,1974.3
2,1976.3
6,1996
1,2006.3
1,2028
4,2032.3
1,2037
1,2044
2,2056.3
1,2076.3
1,2080.3
1,2089.3
2,2096.3
1,2112.3
1,2116
1,2122.3
1,2133.3
1,2160.3
1,2161.3
7,2186.3
1,2187
1,2201.3
2,2214.3
1,2236.3
3,2241.3
5,2244.3
1,2277.3
1,2280.3
2,2281
1,2297.3
1,2304.3
2,2325
1,2344.3
1,2352
1,2354.3
1,2380.3
1,2382.3
2,2389.3
8,2408.3
1,2417.3
1,2444.3
1,2457
1,2457.3
2,2465.3
1,2467
1,2469.3
2,2501.3
2,2520.3
2,2523
1,2524
1,2552.3
1,2569
1,2572.3
462,2581.3
1,2582.3
1,2596.3
1,2608.3
2,2611
1,2613
1,2624.3
1,2634.3
1,2640.3
1,2656.3
1,2666.3
2,2682.3
1,2689.3
1,2700
1,2704
1,2720.3
1,2721
1,2721.3
1,2732.3
2,2736
1,2776.3
1,2781
1,2791
1,2821
6,2821.3
2,2837.3
1,2860.3
3,2883
1,2884
1,2887
2,2892
1,2926.3
1,2934.3
5,2944.3
1,2947
1,2961.3
1,2962.3
1,2972.3
1,2977
1,2981.3
1,3000.3
1,3004
1,3007
2,3025.3
1,3026.3
2,3028
1,3037
1,3042.3
1,3057.3
1,3060.3
1,3072
1,3082.3
1,3084.3
1,3094.3
1,3106.3
1,3110.3
4,3117
1,3121.3
1,3124.3
2,3134.3
4,3136.3
2,3172
1,3181
1,3182.3
2,3192.3
8,3201.3
1,3210.3
1,3211
1,3217.3
3,3229
1,3256.3
1,3267
1,3271
1,3280.3
1,3294.3
2,3302.3
5,3306.3
1,3310.3
1,3312.3
1,3322.3
1,3332.3
1,3337.3
1,3380.3
11,3400.3
2,3409
1,3412
1,3426.3
1,3439
2,3449.3
1,3463
5,3468
1,3502.3
1,3504.3
1,3523
8,3536.3
1,3540.3
1,3577
7,3601
1,3605.3
1,3606.3
1,3630.3
5,3641.3
7,3670.3
1,3674.3
4,3675
1,3700
2,3711
1,3712.3
1,3716.3
1,3730.3
1,3740.3
1,3745.3
1,3752.3
3,3761.3
1,3766.3
1,3770.3
1,3781
1,3786.3
1,3793
16,3811
1,3814.3
1,3816.3
1,3832.3
1,3837
2,3852.3
2,3865.3
1,3880.3
2,3882.3
1,3888
1,3891
1,3900.3
1,3912.3
1,3926.3
4,3950.3
1,3952
1,3954.3
5,3960.3
1,3962.3
2,3997
1,3999
1,4005.3
1,4016.3
3,4017
34,4033.3
3,4034.3
1,4036
1,4046.3
1,4069.3
1,4070.3
1,4092.3
5,4107
1,4111
2,4123
7,4146.3
1,4161
14,4181.3
1,4182.3
1,4212
8,4219
1,4221
1,4226.3
1,4228
1,4245.3
1,4252.3
31,4256.3
2,4269
3,4300.3
3,4324.3
1,4325.3
1,4332
1,4336.3
10,4400.3
6,4408.3
1,4412.3
1,4453
1,4476.3
2,4477
1,4485.3
1,4489.3
1,4501.3
1,4512.3
1,4521.3
1,4576.3
1,4579
1,4580.3
1,4612
5,4641.3
1,4644
4,4711
1,4712.3
1,4720.3
1,4744.3
1,4756.3
1,4757.3
3,4760.3
1,4769.3
1,4789
3,4800
1,4801
3,4819
2,4836
8,4880.3
1,4891
1,4901.3
1,4930.3
1,4957
4,4961.3
2,4965.3
2,5025.3
1,5043
2,5053
1,5092
1,5108.3
3,5125.3
1,5143
1,5149
1,5158.3
1,5161
2,5167
2,5208.3
1,5217.3
1,5240.3
1,5266.3
1,5275
2,5292
1,5296
5,5376.3
1,5390.3
2,5410.3
1,5412.3
1,5440.3
1,5464.3
1,5476.3
1,5504.3
1,5525.3
3,5547
2,5571
2,5576.3
1,5590.3
1,5611
1,5620.3
2,5633.3
1,5649.3
1,5658.3
1,5684.3
1,5686.3
1,5707
1,5720.3
1,5737.3
1,5776.3
4,5808
1,5833
1,5844
1,5850.3
1,5881
1,5889
1,5896.3
1,5945.3
1,5977
1,6001.3
1,6032.3
3,6075
2,6106.3
1,6120.3
1,6139
1,6158.3
1,6165.3
1,6199
2,6256.3
2,6327
4,6348
1,6372.3
1,6384
1,6392.3
3,6425.3
2,6440.3
1,6481.3
1,6484.3
1,6485.3
1,6490.3
1,6517
1,6533.3
1,6544
1,6550.3
1,6561.3
1,6564
1,6597
2,6654.3
1,6664.3
1,6665.3
3,6677.3
1,6700
1,6704.3
1,6708
1,6721.3
1,6722.3
1,6746.3
1,6763
4,6769.3
1,6775
1,6808.3
1,6811
4,6816.3
1,6826.3
4,6841.3
1,6859
1,6861
1,6879
3,6902.3
1,6907
3,6910.3
3,6913
1,6924
1,6945.3
1,6960.3
1,6974.3
4,7008.3
1,7040.3
1,7062.3
1,7068
1,7099
1,7109.3
3,7111
1,7121.3
1,7149
2,7177.3
1,7203
1,7206.3
1,7210.3
1,7212
1,7228
1,7267
1,7274.3
1,7282.3
2,7301.3
1,7321.3
1,7329
1,7351
1,7365.3
1,7372
6,7394.3
1,7401.3
1,7428
3,7429.3
1,7437
1,7441
1,7462.3
1,7483
3,7496.3
10,7500
1,7550.3
1,7560.3
1,7582.3
6,7600.3
1,7609.3
3,7636.3
1,7651
4,7701.3
2,7705.3
2,7737.3
5,7754.3
1,7803
3,7856.3
3,7884.3
3,7905.3
2,7910.3
1,7926.3
1,8008.3
1,8024.3
25,8090.3
1,8094.3
1,8112
5,8148
4,8194.3
1,8252.3
1,8300.3
2,8321.3
1,8337.3
1,8352.3
4,8357.3
1,8359
5,8366.3
1,8427
2,8436
1,8443
1,8480.3
1,8509
4,8510.3
2,8533.3
1,8564.3
1,8614.3
1,8617
8,8640.3
1,8641.3
1,8647
1,8662.3
6,8694.3
1,8743
19,8748
2,8802.3
1,8809.3
2,8856.3
1,8860.3
1,8872.3
4,8965.3
1,9000.3
1,9010.3
1,9041.3
1,9100
2,9172.3
3,9185.3
1,9306.3
1,9403
1,9408
3,9410.3
1,9424
1,9459
2,9465.3
1,9484
3,9494.3
1,9516.3
1,9520.3
1,9556
1,9558.3
8,9633.3
1,9637.3
1,9694.3
1,9697.3
1,9704.3
1,9716.3
1,9739
1,9746.3
1,9772.3
1,9804.3
2,9861.3
1,9916
1,9989.3
1,9994.3
1,10044
1,10092
1,10145
1,10162
1,10180
1,10196
3,10208
12,10276
1,10325
1,10361
1,10362
2,10390
1,10408
3,10417
1,10479
1,10561
1,10569
1,10680
1,10716
1,10732
1,10736
1,10740
1,10801
2,10817
1,10860
2,10936
1,11042
2,11057
1,11066
1,11132
1,11137
1,11163
1,11191
1,11284
1,11377
2,11412
1,11422
1,11449
1,11489
3,11532
2,11568
1,11594
1,11654
6,11665
1,11692
1,11704
1,11790
1,11797
4,11817
1,11844
1,11874
1,11899
3,11907
2,11943
1,11973
5,12033
2,12049
1,12069
1,12127
1,12181
1,12181
2,12196
3,12288
1,12301
6,12416
1,12432
1,12444
2,12481
1,12510
24,12545
3,12675
1,12782
2,12805
1,12871
3,12936
1,12972
1,13025
1,13084
1,13104
1,13190
1,13200
1,13225
1,13236
1,13321
1,13323
2,13333
1,13377
1,13430
1,13492
1,13529
1,13531
1,13532
1,13552
3,13601
1,13637
1,13752
4,13806
3,13872
1,14008
1,14033
2,14079
2,14145
1,14170
3,14283
1,14341
1,14354
2,14421
1,14493
2,14560
1,14572
2,14629
1,14632
1,14800
2,14812
1,14840
2,14900
2,14981
3,15123
1,15142
1,15252
1,15253
1,15265
1,15276
1,15313
1,15337
1,15452
1,15490
4,15552
1,15625
2,15696
1,15877
2,15987
2,16280
3,16447
1,16697
1,16846
1,16875
1,17008
1,17044
1,17061
2,17105
1,17176
1,17254
2,17328
1,17480
1,17514
1,17516
4,17633
1,17787
1,17823
2,17941
1,18229
1,18252
1,18308
1,18356
1,18408
1,18430
1,18444
1,18489
1,18565
1,18571
2,18723
1,18724
1,18781
1,18844
1,18977
1,19056
3,19081
2,19200
1,19360
1,19399
1,19513
2,19521
2,19683
1,19692
1,19825
2,19845
1,19921
3,19929
1,20083
1,20172
2,20310
17,20336
1,20388
1,20475
1,20501
1,20584
5,20640
1,20659
1,20667
1,20806
7,20833
1,20869
1,20892
2,20973
4,20990
1,21000
1,21016
1,21121
1,21140
1,21156
1,21168
1,21196
1,21336
1,21350
1,21423
1,21449
5,21505
1,21506
1,21646
4,21675
1,21845
1,21909
1,21945
8,22016
4,22188
2,22360
2,22533
1,22569
1,22620
1,22622
1,22702
1,22707
1,22807
1,22976
10,23056
1,23092
1,23164
1,23174
2,23232
1,23293
1,23396
1,23408
1,23750
2,23763
1,23767
1,23871
1,23900
1,24145
2,24300
1,24421
1,24444
3,24480
1,24569
1,24643
1,24665
2,24857
1,24921
2,25025
1,25042
1,25123
1,25300
1,25312
1,25349
1,25356
1,25392
1,25416
1,25542
3,25576
1,25699
1,25761
3,25762
1,25837
4,25947
1,26112
1,26116
1,26133
1,26229
1,26296
2,26320
1,26324
1,26377
1,26388
3,26407
1,26508
2,26569
1,26574
1,26793
10,26869
2,26885
1,26961
1,27001
1,27004
1,27062
1,27256
3,27265
1,27456
1,27480
1,27561
1,27601
3,27631
1,27733
1,27841
1,27884
1,27957
1,27992
1,28129
4,28227
1,28421
1,28564
4,28616
1,28675
1,28710
1,28756
2,28812
1,28867
1,29044
1,29072
1,29149
1,29150
1,29304
1,29316
1,29416
5,29431
1,29537
2,29800
1,29919
1,30000
1,30154
3,30200
1,30236
1,30320
1,30385
1,30401
1,30603
1,30641
2,30706
2,30821
1,30920
1,30956
4,31008
1,31026
1,31225
1,31322
1,31326
1,31437
1,31516
1,31621
1,31625
2,31827
3,32033
4,32069
2,32240
4,32302
1,32321
1,32436
1,32512
1,32562
1,32581
9,32608
1,32724
2,32825
2,32865
1,32869
1,32916
2,32977
1,33000
1,33075
1,33084
1,33152
2,33285
7,33452
3,33496
1,33604
1,33708
3,33896
3,33920
3,34054
1,34057
1,34133
1,34169
1,34282
2,34347
1,34447
1,34468
1,34526
2,34776
1,34937
1,34992
2,35208
1,35221
1,35226
1,35425
1,35643
1,35692
1,35743
1,35744
1,35832
1,35991
1,36080
1,36116
1,36189
2,36300
1,36313
1,36358
1,36422
2,36520
1,36656
1,36687
1,36712
3,36741
2,36790
1,36908
1,36963
1,37408
1,37632
2,37668
1,37856
1,38194
1,38214
1,38290
2,38307
1,38434
1,38536
1,38616
1,38623
1,38660
1,38760
1,38839
1,38988
1,39025
1,39062
1,39289
1,39459
1,39670
1,39675
1,39781
1,39820
1,39883
1,39945
1,39980
1,40077
1,40096
1,40136
3,40160
1,40282
1,40368
1,40382
1,40625
1,40663
1,40721
1,40758
1,41023
1,41067
1,41292
4,41301
1,41337
1,41409
1,41500
2,41536
1,41654
1,41710
3,41772
1,41792
1,41896
4,41946
1,42091
1,42110
1,42245
1,42256
2,42483
2,42721
1,42871
1,42914
3,42960
5,43200
1,43250
1,43376
2,43417
1,43420
5,43440
1,43456
4,43617
2,43681
2,43729
1,43762
2,43832
2,43923
1,43927
1,43969
1,44050
1,44165
1,44323
1,44371
1,44508
1,44652
1,44668
1,44688
1,44776
1,44896
1,44964
1,45094
2,45264
1,45436
1,45512
1,45658
1,45681
1,45880
1,46128
1,46153
2,46376
1,46417
1,46875
1,46891
1,47125
7,47150
1,47203
1,47367
1,47401
1,47440
2,47532
2,47628
1,47777
1,47809
1,47880
1,47892
1,48129
1,48133
1,48404
1,48412
1,48810
2,48896
1,48921
1,49024
4,49152
1,49401
1,49502
2,49665
1,49796
1,49942
1,50054
1,50174
1,50181
1,50275
1,50311
1,50440
1,50583
1,50842
1,50960
1,51090
1,51361
3,51425
1,51461
1,51505
1,51702
2,51987
2,52008
1,52057
1,52129
2,52468
1,52636
1,52910
1,53200
1,53212
1,53325
1,53382
1,53580
2,53600
1,53764
2,53868
1,54004
1,54114
1,54136
1,54232
2,54421
1,54422
1,54472
1,54675
1,54780
2,54945
1,55321
1,55429
1,55512
1,55657
1,56033
1,56044
1,56119
2,56307
5,56581
2,56856
1,57014
1,57024
1,57139
1,57161
1,57168
1,57249
1,57444
1,57567
2,57685
1,57844
1,57963
1,58081
1,58200
3,58241
5,58520
1,58732
2,58800
1,58801
11,59080
1,59096
2,59643
2,59972
4,60208
1,60307
1,60492
1,60501
1,60654
1,60780
1,60817
1,60937
1,60939
1,61016
1,61137
1,61297
1,61347
1,61510
1,61637
1,61920
1,62001
1,62089
1,62208
1,62326
1,62352
1,62372
2,62496
1,62810
1,62986
1,63075
1,63076
1,63100
1,63362
1,63567
1,63684
2,63826
1,63866
1,63948
1,63973
2,64240
1,64361
1,64396
1,64483
5,64533
3,64827
1,65121
1,65280
7,65416
1,65480
12,65712
1,65880
2,66008
2,66280
7,66305
1,66309
1,66484
1,66486
1,66501
9,66603
1,66639
1,66834
20,66901
1,66905
6,67200
1,67291
1,67350
1,67377
1,67460
54,67500
2,67800
1,67836
24,68101
1,68367
15,68403
8,68705
1,68985
10,69008
1,69017
2,69110
1,69136
1,69237
2,69312
1,69436
10,69616
1,69769
1,69859
7,69921
1,70076
1,70090
1,70227
1,70231
6,70533
1,70537
1,70558
1,70672
1,70687
8,70840
2,70966
3,71148
1,71149
1,71304
6,71456
7,71765
3,72075
1,72111
1,72232
1,72276
1,72385
1,72696
1,72866
1,72897
1,73008
1,73164
1,73320
1,73479
3,73558
1,73633
1,73666
1,73675
1,73947
1,74074
2,74261
2,74576
1,74790
1,74892
1,75080
1,75233
1,75843
1,75859
1,75897
1,75981
2,76161
1,76464
1,76480
1,76516
1,76548
2,76800
1,76825
1,77120
1,77290
2,77441
1,77499
1,77666
1,77682
2,77763
1,77809
1,77930
1,77959
1,78052
4,78085
1,78152
2,78408
1,78559
7,79056
1,79257
1,79375
1,79401
3,79707
1,80240
1,80360
1,80688
3,81016
1,81345
1,81524
1,81675
1,82016
1,82327
2,82668
1,82873
1,82922
1,83333
1,83740
1,83876
4,83984
1,84001
2,84649
1,84702
1,84708
1,84777
4,85008
1,85152
1,85345
1,85783
2,86021
1,86097
1,86114
1,86193
1,86263
2,86360
1,86431
1,86452
1,86467
2,86700
1,86944
1,87040
12,87076
2,87381
3,87723
1,87792
1,87892
1,87910
1,87966
7,88065
1,88101
1,88408
1,88664
15,89096
1,89441
1,89825
1,90149
1,90480
1,90533
1,90712
1,90828
1,90897
1,91032
2,91176
1,91200
1,91482
1,91525
1,92225
1,92576
1,92583
1,92641
1,92681
1,92928
2,93280
1,93305
6,93316
1,93387
1,93452
1,93633
1,93641
1,93676
2,93987
1,94184
3,94696
1,94702
1,94880
1,94945
1,95044
1,95114
1,95174
1,95216
4,95408
1,95444
1,95614
4,95765
1,95769
1,96089
2,96481
1,96840
3,97200
5,97560
1,98089
2,98283
1,98342
1,98400
1,98786
2,99008
1,99372
1,99510
1,99602
3,99772
1,99865
3,1.001e+05
1,1.0016e+05
1,1.002e+05
8,1.0047e+05
1,1.0072e+05
1,1.0083e+05
1,1.0083e+05
1,1.0097e+05
1,1.0098e+05
1,1.012e+05
1,1.0157e+05
1,1.0192e+05
2,1.0194e+05
1,1.0231e+05
2,1.0268e+05
1,1.0305e+05
1,1.0342e+05
2,1.0379e+05
1,1.0398e+05
1,1.0416e+05
1,1.0424e+05
1,1.0453e+05
1,1.0484e+05
1,1.051e+05
1,1.0528e+05
1,1.0551e+05
1,1.0561e+05
2,1.0566e+05
1,1.0591e+05
2,1.0603e+05
1,1.0628e+05
1,1.0641e+05
5,1.0646e+05
1,1.0698e+05
1,1.0718e+05
1,1.0735e+05
1,1.0735e+05
1,1.0752e+05
2,1.0754e+05
1,1.0775e+05
1,1.0792e+05
1,1.0797e+05
1,1.08e+05
1,1.0834e+05
2,1.0868e+05
1,1.0887e+05
1,1.0903e+05
6,1.0906e+05
1,1.091e+05
1,1.0911e+05
3,1.0918e+05
1,1.0925e+05
1,1.0941e+05
1,1.0944e+05
2,1.0954e+05
2,1.0983e+05
1,1.0986e+05
1,1.1011e+05
3,1.1021e+05
8,1.1027e+05
2,1.104e+05
4,1.1059e+05
1,1.1098e+05
2,1.1101e+05
1,1.1117e+05
1,1.1136e+05
2,1.1141e+05
7,1.1149e+05
6,1.1173e+05
9,1.1181e+05
1,1.1182e+05
1,1.1195e+05
3,1.1197e+05
2,1.1211e+05
2,1.1213e+05
1,1.1222e+05
1,1.1229e+05
1,1.123e+05
1,1.1248e+05
1,1.1251e+05
1,1.1252e+05
1,1.1259e+05
1,1.1266e+05
1,1.1267e+05
12,1.1267e+05
1,1.127e+05
1,1.1281e+05
49,1.1283e+05
2,1.1291e+05
9,1.13e+05
1,1.1305e+05
12,1.1308e+05
1,1.1316e+05
1,1.1317e+05
1,1.132e+05
1,1.1324e+05
2,1.133e+05
1,1.1344e+05
2,1.1357e+05
1,1.1376e+05
1,1.1447e+05
1,1.1507e+05
1,1.1564e+05
1,1.1569e+05
1,1.1603e+05
1,1.1605e+05
1,1.1623e+05
1,1.1636e+05
3,1.1682e+05
1,1.1689e+05
1,1.1755e+05
4,1.1761e+05
6,1.1771e+05
1,1.1771e+05
1,1.1799e+05
2,1.1801e+05
1,1.1839e+05
1,1.1841e+05
4,1.188e+05
1,1.1881e+05
1,1.192e+05
1,1.1923e+05
1,1.1942e+05
1,1.195e+05
1,1.196e+05
1,1.196e+05
1,1.1963e+05
4,1.2e+05
4,1.204e+05
1,1.2069e+05
1,1.2121e+05
1,1.2163e+05
1,1.2167e+05
1,1.2175e+05
3,1.2201e+05
1,1.2241e+05
5,1.2241e+05
1,1.2262e+05
1,1.2282e+05
3,1.2322e+05
2,1.2363e+05
1,1.2387e+05
1,1.2403e+05
3,1.2444e+05
1,1.2446e+05
5,1.2485e+05
1,1.2489e+05
1,1.2517e+05
3,1.2526e+05
1,1.2565e+05
1,1.2567e+05
1,1.2587e+05
4,1.2608e+05
1,1.2611e+05
1,1.2614e+05
1,1.2614e+05
1,1.2628e+05
1,1.2635e+05
1,1.264e+05
2,1.2649e+05
1,1.2677e+05
1,1.269e+05
1,1.2702e+05
1,1.2712e+05
2,1.2731e+05
1,1.2753e+05
2,1.2772e+05
2,1.2789e+05
1,1.2796e+05
1,1.281e+05
2,1.2813e+05
1,1.2837e+05
1,1.2857e+05
1,1.2858e+05
1,1.2874e+05
1,1.2875e+05
1,1.2877e+05
1,1.2878e+05
1,1.2897e+05
1,1.2921e+05
3,1.2938e+05
1,1.2947e+05
1,1.2967e+05
2,1.2979e+05
1,1.3063e+05
1,1.3071e+05
1,1.308e+05
1,1.3188e+05
1,1.323e+05
2,1.3272e+05
2,1.3314e+05
3,1.3356e+05
1,1.3358e+05
1,1.3399e+05
1,1.3418e+05
1,1.3434e+05
1,1.3468e+05
1,1.3507e+05
1,1.3509e+05
1,1.3533e+05
1,1.3536e+05
1,1.3542e+05
1,1.3572e+05
1,1.3574e+05
1,1.3592e+05
1,1.3612e+05
1,1.3624e+05
2,1.3645e+05
1,1.3651e+05
2,1.3653e+05
1,1.3665e+05
1,1.3676e+05
3,1.3687e+05
2,1.3696e+05
1,1.3708e+05
1,1.3723e+05
2,1.3731e+05
1,1.3739e+05
1,1.3759e+05
1,1.3766e+05
4,1.3782e+05
1,1.3818e+05
1,1.3825e+05
3,1.3911e+05
1,1.3911e+05
1,1.3934e+05
1,1.395e+05
1,1.3954e+05
1,1.3962e+05
1,1.3976e+05
1,1.3997e+05
1,1.4007e+05
1,1.4016e+05
2,1.4019e+05
1,1.4033e+05
1,1.4038e+05
5,1.404e+05
2,1.4083e+05
1,1.4127e+05
1,1.4132e+05
1,1.4224e+05
1,1.4238e+05
1,1.4252e+05
1,1.4254e+05
3,1.4257e+05
1,1.4274e+05
1,1.4323e+05
1,1.4345e+05
1,1.4366e+05
33,1.4388e+05
1,1.4389e+05
2,1.4432e+05
1,1.4468e+05
6,1.4476e+05
1,1.4478e+05
1,1.448e+05
1,1.4487e+05
1,1.4544e+05
1,1.4564e+05
1,1.4586e+05
1,1.4588e+05
2,1.4602e+05
1,1.4672e+05
1,1.4699e+05
1,1.4734e+05
1,1.4741e+05
1,1.476e+05
3,1.4765e+05
1,1.4785e+05
1,1.4828e+05
1,1.4835e+05
1,1.4842e+05
2,1.4874e+05
1,1.4906e+05
1,1.4919e+05
1,1.4927e+05
3,1.4963e+05
1,1.4978e+05
1,1.509e+05
2,1.5098e+05
1,1.5131e+05
1,1.5143e+05
1,1.5216e+05
1,1.5233e+05
1,1.5258e+05
5,1.5278e+05
1,1.5287e+05
1,1.53e+05
1,1.5314e+05
1,1.5323e+05
1,1.533e+05
1,1.5393e+05
1,1.5413e+05
1,1.5415e+05
1,1.5416e+05
1,1.5459e+05
2,1.5461e+05
1,1.5473e+05
1,1.5482e+05
7,1.5504e+05
1,1.5508e+05
1,1.5529e+05
3,1.555e+05
1,1.5573e+05
2,1.5595e+05
1,1.5599e+05
8,1.5641e+05
1,1.5646e+05
1,1.5673e+05
4,1.5687e+05
1,1.571e+05
1,1.5732e+05
2,1.5778e+05
2,1.578e+05
1,1.5801e+05
1,1.5805e+05
1,1.5807e+05
1,1.5824e+05
1,1.5831e+05
1,1.5835e+05
2,1.5845e+05
1,1.585e+05
1,1.5854e+05
1,1.5889e+05
1,1.5892e+05
1,1.5893e+05
1,1.5939e+05
1,1.5943e+05
2,1.5962e+05
1,1.5981e+05
1,1.6029e+05
3,1.6055e+05
1,1.6109e+05
1,1.6144e+05
2,1.6145e+05
1,1.6147e+05
1,1.6165e+05
2,1.6194e+05
1,1.6202e+05
1,1.6204e+05
2,1.6204e+05
1,1.6217e+05
1,1.6277e+05
3,1.6287e+05
2,1.6333e+05
1,1.6335e+05
1,1.6377e+05
1,1.6407e+05
2,1.6427e+05
1,1.6428e+05
1,1.645e+05
2,1.6485e+05
1,1.6497e+05
1,1.652e+05
5,1.6521e+05
1,1.6544e+05
1,1.6546e+05
1,1.657e+05
2,1.6615e+05
1,1.6625e+05
1,1.6638e+05
5,1.6709e+05
1,1.6753e+05
1,1.6792e+05
1,1.6805e+05
1,1.6851e+05
1,1.6851e+05
1,1.6863e+05
1,1.6869e+05
1,1.687e+05
2,1.6898e+05
1,1.6899e+05
2,1.6946e+05
1,1.7005e+05
1,1.7041e+05
1,1.7075e+05
1,1.7088e+05
1,1.7089e+05
2,1.7136e+05
1,1.7137e+05
1,1.7154e+05
1,1.7181e+05
2,1.7184e+05
1,1.7238e+05
1,1.7301e+05
1,1.7301e+05
1,1.7314e+05
1,1.7321e+05
2,1.7321e+05
1,1.7333e+05
4,1.7376e+05
1,1.739e+05
1,1.7424e+05
1,1.7495e+05
1,1.7521e+05
1,1.7521e+05
1,1.7523e+05
1,1.7541e+05
1,1.7546e+05
6,1.7569e+05
1,1.7574e+05
1,1.7583e+05
1,1.7587e+05
3,1.7618e+05
1,1.7622e+05
1,1.7628e+05
1,1.7649e+05
1,1.7666e+05
1,1.7681e+05
1,1.7697e+05
1,1.7698e+05
1,1.7718e+05
2,1.7731e+05
1,1.7752e+05
1,1.7761e+05
1,1.7763e+05
1,1.7788e+05
1,1.7788e+05
1,1.779e+05
1,1.7793e+05
1,1.7812e+05
1,1.7821e+05
1,1.7838e+05
1,1.7859e+05
4,1.791e+05
